team_name,team_id,team_country,team_league
CP Cacereño,11602,Spain,2ª B - Grupo IV
UE Sant Andreu,12697,Spain,2ª B - Grupo III
UD Almería,3302,Spain,2ª B - Grupo IV
Maccabi Ironi Ashdod,30468,Israel,Ligat ha'Al
FC Empoli,749,Italy,Serie C - B
CPR Ospitaletto,5542,Italy,Serie C - A
AC Crevalcore,26280,Italy,Serie C - A
Calcio Sandonà,54652,Italy,Lega Pro 2 - B
AS Cittadella,4084,Italy,Lega Pro 2 - B
Devlet Hava Meydan Isletmesi,42869,Turkey,3.Lig Grup 4
Yüksekova Cilospor,74532,Turkey,3.Lig Grup 1
Sanliurfaspor,6630,Turkey,3.Lig Grup 3
Islahiye Belediye Genclik Spor,50822,Turkey,3.Lig Grup 3
Vegalta Sendai,6395,Japan,Japan Football League (92-98)
Parchimer FC,1282,Germany,NOFV-Oberliga Nord
FC Trinity Zlin,5545,Czech Republic,Fortuna Liga
FC Linz,395,Austria,2. Liga
Elche CF,1531,Spain,2ª B - Grupo IV
Gimnàstic de Tarragona,5648,Spain,2ª B - Grupo III
Club Atlético Belgrano,2417,Argentina,Torneo Inicial
Málaga CF,1084,Spain,2ª B - Grupo IV
FC Felgueiras,1701,Portugal,Liga Portugal
Vissel Kobe,3958,Japan,Japan Football League (92-98)
SG Egelsbach,766,Germany,Regionalliga Süd
Stade Poitevin FC,30293,France,Ligue 2
SS Turris Calcio,4096,Italy,Serie C - B
FC Ponsacco 1920,23377,Italy,Lega Pro 2 - B
US Città di Pontedera,14888,Italy,Lega Pro 2 - B
Erzincanspor,12345,Turkey,1.Lig
Ankara Tarimspor,66359,Turkey,3.Lig Grup 4
Karamanspor,45290,Turkey,3.Lig Grup 4
FC Solothurn,1287,Switzerland,Challenge League
Artvin Hopaspor,20684,Turkey,3.Lig Grup 2
Karsspor,18773,Turkey,3.Lig Grup 2
Rheydter SV,1485,Germany,Oberliga Nordrhein
SC Weismain,555,Germany,Regionalliga Süd
Avispa Fukuoka,9597,Japan,J1 League
JEF United Chiba,672,Japan,J1 League
FC Linz,395,Austria,Bundesliga
Celaya FC,33203,Mexico,Liga MX Clausura
Avezzano Calcio,4028,Italy,Serie C - B
Sembawang Rangers,2247,Singapore,Premier League
Hapoel Tayibe,31176,Israel,Ligat ha'Al
Brescello Calcio,5179,Italy,Serie C - A
Nisantasispor,62634,Turkey,1.Lig
Barnsley FC,349,England,Premier League
FC Kufstein,2235,Austria,2. Liga
FK Proleter Zrenjanin,2674,Serbia,Super liga Srbije
Aris Thessaloniki,605,Greece,Football League
UD Pájara Playas de Jandía (-2011),11607,Spain,2ª B - Grupo III
FSV Optik Rathenow,562,Germany,NOFV-Oberliga Nord
Wycombe Wanderers,2805,England,League One
Iperzola,25376,Italy,Lega Pro 2 - B
Tolentino Calcio,22055,Italy,Lega Pro 2 - B
Hacettepe Spor,10483,Turkey,3.Lig Grup 4
Tanjong Pagar United,31525,Singapore,Premier League
Izmitspor,44138,Turkey,3.Lig Grup 4
Sivas Demirspor,58326,Turkey,3.Lig Grup 2
SD Croatia Berlin,4308,Germany,NOFV-Oberliga Nord
Termespor,20823,Turkey,3.Lig Grup 2
Marmaris Genclik Spor,12392,Turkey,1.Lig
ASKI Spor,68204,Turkey,3.Lig Grup 4
VfB 1900 Gießen (- 2018),1473,Germany,Oberliga Hessen
Bermeo FT,40169,Spain,2ª B - Grupo II
Fulham FC,931,England,Second Division
Bristol Rovers,2455,England,Second Division
Reading FC,1032,England,Second Division
Macclesfield Town (- 2020),2436,England,Second Division
Luton Town,1031,England,Second Division
Gillingham FC,2814,England,Second Division
Preston North End,466,England,Second Division
AFC Bournemouth,989,England,Second Division
Lincoln City,1198,England,Second Division
Stoke City,512,England,Second Division
Oldham Athletic,1078,England,National League
Millwall FC,1028,England,Second Division
Wycombe Wanderers,2805,England,Second Division
DSV Leoben,307,Austria,2. Liga
Torpedo-Viktoria Nizhniy Novgorod (-2003),20841,Russia,1.Division
Sport Club Marsala 1912,4555,Italy,Serie C - B
Giorgione Calcio,2252,Italy,Lega Pro 2 - B
Vis Pesaro 1898,7030,Italy,Lega Pro 2 - B
Bilecikspor,15150,Turkey,3.Lig Grup 4
Sivasspor,2381,Turkey,3.Lig Grup 2
Siirtspor,1291,Turkey,3.Lig Grup 1
FC Admira Wacker Mödling,503,Austria,2. Liga
Kickers Offenbach,107,Germany,2. Bundesliga
SC Austria Lustenau,541,Austria,Bundesliga
CF Motril,12645,Spain,2ª B - Grupo IV
CD Binéfar,21551,Spain,2ª B - Grupo II
AO Trikala,3993,Greece,Super League 1
Calcio Padova,3037,Italy,Lega Pro 2 - B
US Savoia 1908,4341,Italy,Serie B
Faenza Calcio,22035,Italy,Lega Pro 2 - B
Fermana FC,4033,Italy,Serie B
Calcio Sandonà,54652,Italy,Serie C - A
Kilimli Belediyespor,22309,Turkey,3.Lig Grup 4
Yeni Malatyaspor,19789,Turkey,1.Lig
Hapoel Jerusalem (- 2019),17580,Israel,Ligat ha'Al
Mobellaspor,44139,Turkey,1.Lig
Fatsa Belediyespor,22089,Turkey,3.Lig Grup 2
Nazilli Belediyespor,13473,Turkey,1.Lig
Adana Demirspor,3840,Turkey,3.Lig Grup 3
SV Babelsberg 03,90,Germany,Regionalliga Nord
SV Wacker Burghausen,110,Germany,Regionalliga Süd
FC Sachsen Leipzig (- 2011),99,Germany,Regionalliga Nord
FC Carl Zeiss Jena,113,Germany,Regionalliga Süd
Team Football Club,51214,Egypt,Premier League
ND Primorje ,4507,Slovenia,Prva Liga
Amurrio Club,6662,Spain,2ª B - Grupo II
CD Burriana,34171,Spain,2ª B - Grupo III
CD Calahorra,4030,Spain,2ª B - Grupo II
Nueva Chicago,10534,Argentina,Primera Nacional
Sichuan Guancheng,41415,China,Super League
Port Vale FC,1211,England,Second Division
Bury FC,2413,England,Second Division
Notts County,1045,England,Second Division
Miami Fusion (- 2002),1145,United States,MLS
Oxford United,988,England,Second Division
FK Riga (bis 2008),12883,Latvia,Virsliga
Imolese Calcio 1919,4324,Italy,Lega Pro 2 - B
Calcio Castel San Pietro Terme,19130,Italy,Lega Pro 2 - B
Fener Spor,45132,Turkey,3.Lig Grup 4
Saran Keskinspor,3221,Turkey,3.Lig Grup 4
Amasyaspor,4573,Turkey,1.Lig
Adiyamanspor,11933,Turkey,3.Lig Grup 3
MKE Kirikkalespor,12390,Turkey,1.Lig
SC Paderborn 07,127,Germany,Regionalliga Nord
1.FC Schweinfurt 05,103,Germany,2. Bundesliga
1.FC Sand,283,Germany,Oberliga Bayern
SpVgg Ansbach,615,Germany,Regionalliga Süd
Rot-Weiß Erfurt,111,Germany,Regionalliga Süd
Dresdner SC,98,Germany,Regionalliga Nord
Oita Trinita,3935,Japan,J2 League
CS Visé,3172,Belgium,Challenger Pro League
CE L'Hospitalet,9477,Spain,2ª B - Grupo II
CD Onda,2922,Spain,2ª B - Grupo III
Shelbourne FC,3909,Ireland,Premier Division
Cardiff City,603,Wales,Second Division
Chesterfield FC,1219,England,Second Division
Dinamo St. Petersburg (-2018),6407,Russia,1.Division
Spartak Semey (-2016),31007,Kazakhstan,Premier Liga
FC Südtirol,4554,Italy,Lega Pro 2 - B
AC Mestre,46196,Italy,Lega Pro 2 - B
AC Montichiari,9528,Italy,Lega Pro 2 - B
AS Sambenedettese,4330,Italy,Lega Pro 2 - B
San Marino,10155,Italy,Lega Pro 2 - B
Poggese Calcio,1448,Italy,Lega Pro 2 - B
Yalovaspor,9935,Turkey,3.Lig Grup 4
Sirnakspor,50648,Turkey,3.Lig Grup 2
LASK Amateure OÖ,935,Austria,2. Liga
Gaskispor,12383,Turkey,3.Lig Grup 2
Spartak Pleven,4503,Bulgaria,efbet Liga
SC Borussia Freialdenhoven,1001,Germany,Oberliga Nordrhein
Tavsancilspor,70744,Turkey,3.Lig Grup 4
Fethiyespor,7088,Turkey,3.Lig Grup 4
Körfez SK,12511,Turkey,3.Lig Grup 4
Torbalispor,20697,Turkey,3.Lig Grup 4
RKS Radomsko,1655,Poland,Ekstraklasa
Demir Celik Divrigispor,22214,Turkey,3.Lig Grup 1
Adiyamanspor,11933,Turkey,3.Lig Grup 2
TSG 1899 Hoffenheim,533,Germany,Regionalliga Süd
Alicante CF (- 2014),12502,Spain,2ª B - Grupo III
Yokohama FC,943,Japan,J2 League
SV Mattersburg (-2020),856,Austria,2. Liga
FC KTP,7315,Finland,Veikkausliiga
NK Zepce,6805,Bosnia-Herzegovina,Premijer Liga
Stockport County,1098,England,Second Division
FC Cartagena,7077,Spain,2ª B - Grupo IV
CD Logroñés,236,Spain,2ª B - Grupo II
Paternò Calcio,46856,Italy,Serie C - B
Ciudad Murcia (- 2007),4053,Spain,2ª B - Grupo IV
Drogheda United FC,4277,Ireland,Premier Division
Mansfield Town,3820,England,Second Division
Cheltenham Town,3371,England,Second Division
Plymouth Argyle,2262,England,Second Division
FK Novokuznetsk,3715,Russia,1.Division
Sangiovannese 1927,6351,Italy,Lega Pro 2 - B
US Grosseto 1912,4333,Italy,Lega Pro 2 - B
Savona FBC,13562,Italy,Lega Pro 2 - B
Demir Celik Divrigispor,22214,Turkey,3.Lig Grup 2
Hacettepe Spor,10483,Turkey,3.Lig Grup 3
CA Batna,24868,Algeria,Ligue Professionnelle 1
Sarayköy 1926 FK,4652,Turkey,3.Lig Grup 4
Bitlis Özgüzelderespor,50907,Turkey,3.Lig Grup 1
Agrispor,20778,Turkey,3.Lig Grup 1
Kirsehirspor,8707,Turkey,3.Lig Grup 2
Daegu FC,6504,"Korea, South",K League 1
Aksarayspor,39883,Turkey,3.Lig Grup 3
1.FC Eschborn (- 2016),1205,Germany,Regionalliga Süd
Kickers Offenbach,107,Germany,Regionalliga Süd
Hamarkameratene,4309,Norway,Eliteserien
Terrassa FC,1881,Spain,LaLiga2
AD Alcorcón,11596,Spain,2ª B - Grupo II
Algeciras CF,3705,Spain,LaLiga2
Jerez CF,18166,Spain,2ª B - Grupo IV
Écija Balompié,4050,Spain,2ª B - Grupo IV
RSD Alcalá,13436,Spain,2ª B - Grupo II
Universidad de Las Palmas (- 2011),13243,Spain,2ª B - Grupo IV
Brandenburger SC Süd,1523,Germany,NOFV-Oberliga Nord
FC Baulmes,5259,Switzerland,1.Liga gr. 1
Sogndal IL,2038,Norway,Eliteserien
Incheon United,2996,"Korea, South",K League - 2nd Stage
Longford Town FC,4287,Ireland,Premier Division
Sheffield Wednesday,1035,England,Second Division
SK Dynamo Ceske Budejovice,1321,Czech Republic,Fortuna Liga
US Catanzaro,4097,Italy,Serie C - B
SEF Torres 1903,2253,Italy,Serie C - A
Rimini FC,4111,Italy,Serie C - A
 ACD Olimpic Sansovino,10523,Italy,Lega Pro 2 - B
Kasimpasa,10484,Turkey,3.Lig Grup 3
Pendikspor,3209,Turkey,3.Lig Grup 3
Gölcükspor,2751,Turkey,3.Lig Grup 4
1.SC Feucht,305,Germany,Regionalliga Süd
Yesil Bursa SK,11158,Turkey,3.Lig Grup 4
Sinopspor,5744,Turkey,3.Lig Grup 2
Rot-Weiß Erfurt,111,Germany,2. Bundesliga
TuS Koblenz,996,Germany,Regionalliga Süd
Wuppertaler SV,299,Germany,Regionalliga Nord
Oita Trinita,3935,Japan,J1 - 2nd Stage
Niki Volou,5572,Greece,Football League
 Nesebar,8321,Bulgaria,efbet Liga
Martina Calcio 1947,4558,Italy,Serie C - B
Vittoria Calcio,7207,Italy,Serie C - A
Pontevedra CF,5650,Spain,LaLiga2
CF Badalona Futur,6638,Spain,2ª B - Grupo III
AS Kastoria 1980,5540,Greece,Football League
Qingdao Hainiu,8536,China,Super League
SC Espinho,3265,Portugal,Liga Sabseg
FC Lausanne-Sport,527,Switzerland,1.Liga gr. 1
1.FC Union Berlin,89,Germany,Regionalliga Nord
Kidderminster Harriers,1195,England,League Two
St. Johnstone FC,2578,Scotland,Championship
Chester City (- 2010),3613,England,League Two
Partick Thistle FC ,2760,Scotland,Championship
Rotherham United,1194,England,Championship
Rushden & Diamonds (- 2011),3536,England,League Two
Cheltenham Town,3371,England,League Two
Stockport County,1098,England,League One
Gillingham FC,2814,England,Championship
Mansfield Town,3820,England,League Two
Boston United,3489,England,League Two
AFC Bournemouth,989,England,League One
Oxford United,988,England,League Two
FK Dubnica nad Vahom,7392,Slovakia,Fortuna Liga
Venta Kuldiga,8002,Latvia,Virsliga
Frosinone Calcio,8970,Italy,Serie C - A
Acireale Calcio,4337,Italy,Serie C - A
Ofspor,12555,Turkey,3.Lig Grup 2
AOK Kerkyra,5219,Greece,Super League 1
Gebzespor,13648,Turkey,3.Lig Grup 3
ASV Bergedorf 85,49065,Germany,Oberliga Nord
Akratitos Ano Liosion,1119,Greece,Super League 1
BV Cloppenburg,571,Germany,Oberliga Nord
CD Villanueva (- 2009),16540,Spain,2ª B - Grupo IV
CD Baza (- 2015),16475,Spain,2ª B - Grupo IV
Logroñés CF (- 2008),16557,Spain,2ª B - Grupo III
CF Reus Deportiu (-2020),13225,Spain,2ª B - Grupo III
Santa Cruz Futebol Clube (PE),1785,Brazil,Série A
FC Sète 34,3520,France,Ligue 2
Shonan Bellmare,8457,Japan,J2 League
Yeovil Town,972,England,League One
Swansea City,2288,Wales,League One
Doncaster Rovers,2454,England,League One
Wrexham AFC,1112,Wales,League Two
Barnet FC,2804,England,League Two
Notts County,1045,England,League Two
Ölstykke FC,5870,Denmark,1.Division
Nottingham Forest,703,England,League One
Vissel Kobe,3958,Japan,J2 League
Petrotrest St. Petersburg (-2013),12059,Russia,1.Division
Spartak Chelyabinsk,22833,Russia,1.Division
Athens Kallithea FC,3062,Greece,Super League 1
FK Banik Most (-2016),797,Czech Republic,Fortuna Liga
USD Castelnuovo Garfagnana,10748,Italy,Lega Pro 2 - B
Fermana FC,4033,Italy,Serie C - A
ASD Manfredonia Calcio,8579,Italy,Serie C - B
AS Pizzighettone,8738,Italy,Serie C - A
Mardinspor,5595,Turkey,1.Lig
US Biskra,31757,Algeria,Ligue Professionnelle 1
Hapoel Nof HaGalil,7000,Israel,Ligat ha'Al
Sekerspor,5743,Turkey,3.Lig Grup 2
Asteras Tripolis,6676,Greece,Football League
Stal Alchevsk,10468,Ukraine,Premier Liga
Eintracht Nordhorn (- 2015),1183,Germany,Oberliga Nord
SönderjyskE,5817,Denmark,1.Division
FK Bezanija,10319,Serbia,Super liga Srbije
Slask Wroclaw,759,Poland,Fortuna 1 Liga
CD Alcalá,9666,Spain,2ª B - Grupo IV
UE Lleida (- 2011),3239,Spain,2ª B - Grupo III
UD Vecindario (- 2015),10496,Spain,LaLiga2
Neuchâtel Xamax FCS,625,Switzerland,Challenge League
Pohang Steelers,311,"Korea, South",K League - 2nd Stage
Carlisle United,1220,England,League One
CS Chênois,4536,Switzerland,1.Liga gr. 1
Scunthorpe United,2964,England,League One
Southend United,2793,England,Championship
Torquay United,1218,England,League Two
Millwall FC,1028,England,League One
Milton Keynes Dons,991,England,League Two
Hereford United (- 2014),3064,England,League Two
CSM Ceahlaul Piatra Neamt,8687,Romania,SuperLiga
UTA Arad,952,Romania,SuperLiga
FC Rieti,9352,Italy,Lega Pro 2 - B
Ravenna FC,1105,Italy,Serie C - B
Atletico Roma,9353,Italy,Lega Pro 2 - B
Rovigo Calcio,8669,Italy,Lega Pro 2 - B
Hubei Wuhan (-2008),45551,China,Super League
US Ivrea Calcio,4548,Italy,Serie C - A
US Grosseto 1912,4333,Italy,Serie C - A
1461 Trabzon,12381,Turkey,3.Lig Grup 2
CS Hammam-Lif,22815,Tunisia,Ligue I Pro
Hakoah Amidar Ramat Gan,21535,Israel,Ligat ha'Al
TSG 1899 Hoffenheim,533,Germany,2. Bundesliga
FC Ingolstadt 04,4795,Germany,Regionalliga Süd
Panserraikos,3385,Greece,Football League
SV Straelen,1068,Germany,Oberliga Nordrhein
Red Bull Juniors Salzburg (- 2012),6227,Austria,2. Liga
UN Käerjeng 97,12004,Luxembourg,BGL Ligue
Lorca Deportiva CF (- 2011),7972,Spain,2ª B - Grupo IV
UD Ibiza,13241,Spain,2ª B - Grupo III
CD Guijuelo,11615,Spain,2ª B - Grupo II
Granada 74 CF (-2009),3896,Spain,LaLiga2
Daejeon Hana Citizen,6499,"Korea, South",K League 1
Arema Indonesia,87201,Indonesia,Liga 1
Hapoel Kfar Saba,7532,Israel,Ligat ha'Al
Legnano AC,4550,Italy,Serie C - A
Club Atlético Talleres,3938,Argentina,Primera Nacional
Southend United,2793,England,League One
Vityaz Podolsk,12068,Russia,1.Division
NK Interblock Ljubljana,11006,Slovenia,Prva Liga
Sportacademclub Moskau,12064,Russia,1.Division
FK Atyrau,16198,Kazakhstan,Premier Liga
Mérida UD (- 2013),3803,Spain,2ª B - Grupo IV
Gallipoli Football 1909,10348,Italy,Serie C - B
Karacabey Belediye Spor,20699,Turkey,3.Lig Grup 3
Darica Genclerbirligi,12380,Turkey,3.Lig Grup 4
Yeni Ereglispor,9518,Turkey,3.Lig Grup 3
Panserraikos,3385,Greece,Super League 1
CS Otopeni,12682,Romania,SuperLiga
JSM Bejaia,16265,Algeria,Ligue Professionnelle 1
Apollon Pontou,3392,Greece,Football League
Atlético Ciudad (- 2010),18667,Spain,2ª B - Grupo II
Mérida UD (- 2013),3803,Spain,2ª B - Grupo II
Linares Deportivo,12351,Spain,2ª B - Grupo IV
Alicante CF (- 2014),12502,Spain,LaLiga2
Polideportivo Ejido (-2012),606,Spain,2ª B - Grupo IV
CD Guadalajara,16576,Spain,2ª B - Grupo IV
CD Dénia,12822,Spain,2ª B - Grupo III
Thrasyvoulos Fylis,6678,Greece,Super League 1
FK Laktasi,12151,Bosnia-Herzegovina,Premijer Liga
FC Etzella Ettelbruck,9283,Luxembourg,BGL Ligue
US Rumelange,19689,Luxembourg,BGL Ligue
Montedio Yamagata,16190,Japan,J1 League
Lokomotiv Mezdra 2012,19214,Bulgaria,efbet Liga
Fortaleza Esporte Clube,10870,Brazil,Série B
Chengdu Tiancheng (1996-2014),6071,China,Super League
FC Locarno,2411,Switzerland,Challenge League
Hartlepool United,2577,England,League One
Luton Town,1031,England,League Two
Doncaster Rovers,2454,England,Championship
FK Krasnodar,16704,Russia,1.Division
ASD Figline 1965,18938,Italy,Lega Pro 2 - B
FC Bassano 1903,9690,Italy,Lega Pro 2 - B
Orhangazi Belediyespor,12466,Turkey,3.Lig Grup 3
Kücükköyspor,3307,Turkey,3.Lig Grup 1
Keciören Sportif,31803,Turkey,3.Lig Grup 3
CD Everton,7020,Chile,Torneo Clausura
Göztepe,1467,Turkey,3.Lig Grup 2
Bagcilar Spor Kulübü,14933,Turkey,3.Lig Grup 1
Etisalat,13447,Egypt,Premier League
Holstein Kiel,269,Germany,3. Liga
Standaard Wetteren,3083,Belgium,Challenger Pro League
FC Évian Thonon Gaillard,14171,France,Championnat National
CD Alcoyano,11259,Spain,2ª B - Grupo III
AC Oulu,7008,Finland,Veikkausliiga
Universidad de Las Palmas (- 2011),13243,Spain,2ª B - Grupo II
AO Kavala,3391,Greece,Super League 1
AD Carregado,10919,Portugal,Liga Sabseg
AD Cerro de Reyes (- 2011),15368,Spain,2ª B - Grupo II
OFI Crete FC,653,Greece,Football League
Ionikos Nikeas,553,Greece,Football League
FK Zemun,3521,Serbia,Prva liga Srbije
SO Cassis Carnoux,7670,France,Championnat National
ESTAC Troyes,1095,France,Championnat National
Indios de Ciudad Juárez (- 2011),12292,Mexico,Liga MX Clausura
Turan-Tovuz IK,9526,Azerbaijan,Premyer Liqa
Portogruaro Calcio,15374,Italy,Serie C - B
Cosenza Calcio,4031,Italy,Serie C - B
AS Pescina Valle del Giovenco,22041,Italy,Serie C - B
FC Esperia Viareggio,4104,Italy,Serie C - A
ASD Figline 1965,18938,Italy,Serie C - A
AC Perugia,839,Italy,Serie C - A
Benevento Calcio,4171,Italy,Serie C - A
Lucchese 1905,1253,Italy,Lega Pro 2 - B
Gallipoli Football 1909,10348,Italy,Serie B
SPAL,2722,Italy,Serie C - B
Kastamonuspor,8690,Turkey,3.Lig Grup 4
Lüleburgazspor,15157,Turkey,3.Lig Grup 1
Karacabey Belediye Spor,20699,Turkey,3.Lig Grup 1
FC Fredericia,5776,Denmark,1.Division
Hönefoss BK,632,Norway,Eliteserien
Omiya Ardija,7452,Japan,J1 League
AZAL PFK Baku,13326,Azerbaijan,Premyer Liqa
Torbalispor,20697,Turkey,3.Lig Grup 2
Norwich City,1123,England,League One
Ankara Demirspor,12524,Turkey,3.Lig Grup 3
TuS Koblenz,996,Germany,3. Liga
Göztepe,1467,Turkey,2.Lig Beyaz
EVV Echt,8994,Netherlands,Derde Divisie Sunday
VV Baronie,8161,Netherlands,Derde Divisie Sunday
HSV Hoek,3943,Netherlands,Derde Divisie Saturday
Harkemase Boys,7408,Netherlands,Derde Divisie Saturday
CSV Apeldoorn,4026,Netherlands,Derde Divisie Saturday
VV IJsselmeervogels,7116,Netherlands,Derde Divisie Saturday
Achilles '29,18216,Netherlands,Derde Divisie Sunday
FC Hlucin,8684,Czech Republic,FNL
UD Melilla,16492,Spain,2ª B - Grupo IV
Ironi Kiryat Shmona,6028,Israel,Ligat ha'Al
Akademik Sofia,21253,Bulgaria,efbet Liga
Ontinyent CF (- 2019),15447,Spain,2ª B - Grupo III
Montevideo Wanderers,2403,Uruguay,Primera División Clausura
Shaanxi Wuzhou,24566,China,League One
Ittihad Alexandria,3963,Egypt,Premier League
Hapoel Ramat Gan,2785,Israel,Ligat ha'Al
AS Khroub,30590,Algeria,Ligue Professionnelle 1
SC Bastia,595,France,Championnat National
Altrincham FC,2962,England,National League
Forest Green Rovers ,3455,England,National League
Notts County,1045,England,League One
University College Dublin,6069,Ireland,Premier Division
Bristol Rovers,2455,England,League One
Exeter City,6699,England,League One
Kaliakra Kavarna,19781,Bulgaria,efbet Liga
ACSM Politehnica Iasi,33966,Romania,Liga II - Seria II
AC Giacomense,22203,Italy,Lega Pro 2 - B
SS Villacidrese,22231,Italy,Lega Pro 2 - B
FC Universitatea Cluj,6429,Romania,SuperLiga
Portogruaro Calcio,15374,Italy,Serie B
FC Esperia Viareggio,4104,Italy,Serie C - B
FC Bassano 1903,9690,Italy,Serie C - A
FC Wohlen,1978,Switzerland,Challenge League
AS Gubbio 1910,4326,Italy,Serie C - A
US Follonica Gavorrano,27568,Italy,Lega Pro 2 - B
Città di Gela ,8304,Italy,Serie C - B
UTA Arad,952,Romania,Liga II - Seria II
Akcaabat Sebatspor,1511,Turkey,2.Lig Beyaz
Hatayspor,7775,Turkey,3.Lig Grup 1
Tokatspor,11250,Turkey,2.Lig Kirmizi
NK Nafta 1903,9233,Slovenia,Prva Liga
Karsspor,18773,Turkey,3.Lig Grup 3
Eyüpspor,7160,Turkey,2.Lig Kirmizi
Fethiyespor,7088,Turkey,2.Lig Kirmizi
Cankirispor,12939,Turkey,2.Lig Beyaz
Belediye Bingölspor,12565,Turkey,3.Lig Grup 1
MFK Karvina,13726,Czech Republic,FNL
Balikesirspor,20698,Turkey,2.Lig Kirmizi
El-Jaish Sports Club,33288,Qatar,Stars League
VV UNA Veldhoven,8449,Netherlands,Derde Divisie Sunday
Paksi FC,12163,Hungary,NB I.
HSC '21 Haaksbergen,8565,Netherlands,Derde Divisie Sunday
BFC Siófok,3552,Hungary,NB I.
Hapoel Ramat haSharon,31134,Israel,Ligat ha'Al
Boa Esporte Clube (MG),17561,Brazil,Série B
Al-Qadsiah FC,26069,Saudi Arabia,Saudi Pro League
Deportes Cobreloa,9103,Chile,Torneo Clausura
Kecskeméti TE,12423,Hungary,NB I.
AS Cherbourg,5773,France,Championnat National
FC Rouen 1899,1564,France,Championnat National
FC Le Mont LS,12424,Switzerland,1.Liga gr. 1
HBS Craeyenhout,19231,Netherlands,Derde Divisie Sunday
Stockport County,1098,England,National League
Bristol Rovers,2455,England,League Two
York City,1252,England,National League
Vejle Boldklub Kolding,33324,Denmark,1.Division
AFC Telford United,3694,England,National League
Metallurg Lipetsk,3723,Russia,2 League Group 3
Metallurg-Oskol Stary Oskol,16619,Russia,2 League Group 3
FC Zestafoni,10719,Georgia,Erovnuli Liga (bis 2016/17)
JK Sillamäe Kalev,22832,Estonia,Premium Liiga
Vityaz Podolsk,12068,Russia,2 League Group 3
ASD Fondi Calcio,26722,Italy,Lega Pro 2 - B
US Avellino 1912,2331,Italy,Serie C - A
Novara FC,6692,Italy,Serie A
Spezia Calcio,3522,Italy,Serie C - B
AS Gubbio 1910,4326,Italy,Serie B
FC Bassano 1903,9690,Italy,Serie C - B
Taranto FC 1927,4093,Italy,Serie C - A
SSD Isola Liri,22051,Italy,Lega Pro 2 - B
FC Snagov (- 2012),22964,Romania,Liga 2
Sorrento 1945,10118,Italy,Serie C - A
CS Mioveni,11390,Romania,SuperLiga
Qormi FC,23653,Malta,Premier League
Aviron Bayonnais,8728,France,Championnat National
Hamrun Spartans,17149,Malta,Premier League
Sekerspor,5743,Turkey,2.Lig Kirmizi
Sanliurfaspor,6630,Turkey,2.Lig Beyaz
Tarsus Idman Yurdu,12399,Turkey,3.Lig Grup 3
Maritzburg United FC,14187,South Africa,DStv Premiership
Balikesirspor,20698,Turkey,2.Lig Beyaz
Hacettepe Spor,10483,Turkey,3.Lig Grup 1
Associação Portuguesa de Desportos (SP) ,16651,Brazil,Série A
Kastamonuspor,8690,Turkey,3.Lig Grup 1
Afyonkarahisarspor,1781,Turkey,3.Lig Grup 3
Kirklarelispor,27603,Turkey,2.Lig Kirmizi
Adiyamanspor,11933,Turkey,2.Lig Kirmizi
Kirikhanspor,27078,Turkey,3.Lig Grup 1
FK Novi Pazar,4633,Serbia,Super liga Srbije
Cubukspor,20958,Turkey,2.Lig Kirmizi
Ünyespor,11110,Turkey,2.Lig Kirmizi
Turgutluspor,1508,Turkey,2.Lig Beyaz
Preußen Münster,91,Germany,3. Liga
VfR Aalen,83,Germany,2. Bundesliga
Henan Songshan Longmen,9982,China,League One
Hallescher FC,440,Germany,3. Liga
Valletta FC,6335,Malta,Premier League
Kaysar Kyzylorda,19294,Kazakhstan,Premier Liga
SVV Scheveningen,6614,Netherlands,Derde Divisie Saturday
CS Uruguay de Coronado,35060,Costa Rica,Primera División Clausura
SKN Sint-Niklaas,3600,Belgium,Challenger Pro League
San Fernando CD,12181,Spain,2ª B - Grupo IV
CF Huracán Moncada,33600,Spain,2ª B - Grupo III
Al-Shabab Al-Arabi Club (1958-2017),15540,United Arab Emirates,UAE Pro League
Iraklis Thessaloniki,47,Greece,Football League
FK Rudar Prijedor,24197,Bosnia-Herzegovina,Premijer Liga
AEL Kalloni,28956,Greece,Football League
Dagenham & Redbridge FC,3696,England,League Two
Fleetwood Town,11177,England,League Two
Stevenage FC,3684,England,League One
Shrewsbury Town,3054,England,League One
Gateshead FC,3456,England,National League
Bury FC,2413,England,League One
Octane Perm,17133,Russia,2 League Group 4
AS Fokikos Amfissas,21941,Greece,Football League
Tritium Calcio 1908,19367,Italy,Serie C - A
CD Universidad Católica,17584,Ecuador,Serie A Segunda Etapa
NK Triglav Kranj,17836,Slovenia,Prva Liga
Botev Vratsa,26462,Bulgaria,efbet Liga
ACS Poli Timisoara (2012 - 2021),36590,Romania,Liga II - Seria II
Fujieda MYFC,25716,Japan,Japan Football League
US Salernitana,380,Italy,Lega Pro 2 - B
ASD HinterReggio Calcio,27198,Italy,Lega Pro 2 - B
US Borgo a Buggiano 1920,27563,Italy,Lega Pro 2 - B
Sliema Wanderers,329,Malta,Premier League
Martina Calcio 1947,4558,Italy,Lega Pro 2 - B
Città di Foligno 1928,11337,Italy,Lega Pro 2 - B
FC Trapani 1905,4331,Italy,Serie C - A
Kahramanmarasspor,12452,Turkey,2.Lig Kirmizi
Orhangazi Belediyespor,12466,Turkey,3.Lig Grup 1
